-2.1138057,5.5132589,3.5369041
-2.3107673,5.5062461,3.8095664
-2.5051682,5.484742,4.062015
-2.6970509,5.4500214,4.297828
-2.8914906,5.3976382,4.4657495
-3.074691,5.3299958,4.5751904
-3.2592454,5.2412783,4.6495882
-3.4253098,5.1405752,4.6895937
-3.586134,5.0208075,4.7321447
-3.7333068,4.8872255,4.7603969
-3.8663241,4.7412138,4.7895804
-3.9872762,4.5809875,4.8281066
-4.091217,4.4137423,4.8656174
-4.1805358,4.2365822,4.9009761
-4.2540976,4.0508998,4.9292064
-4.3100368,3.861784,4.9493026
-4.3494709,3.6670782,4.9758013
-4.3718364,3.4692326,5.0017547
-4.3771775,3.2711249,5.0292638
-4.3662121,3.0728788,5.0696901
-4.3392923,2.8754982,5.113353
-4.2970092,2.6805492,5.1612999
-4.2408675,2.4911677,5.217757
-4.1699961,2.3037078,5.2721973
-4.0858421,2.1220086,5.3257247
-3.9921182,1.9519933,5.3768935
-3.8807698,1.780205,5.4139914
-3.762527,1.622939,5.4599965
-3.6338588,1.4732238,5.5154264
-3.4954021,1.3304414,5.588055
-3.3540916,1.1973748,5.7308446
-3.2057161,1.0663347,5.8893059
-3.0554198,0.9408164,6.0424017
-2.9002668,0.8180999,6.1905396
-2.7415596,0.7002732,6.3340766
-2.5788648,0.5880448,6.462086
-2.4102848,0.4813473,6.5478472
-2.2399065,0.3833969,6.6058208
-2.0603545,0.2906527,6.6441195
-1.8830571,0.2092643,6.6664853
-1.6973761,0.1343598,6.6833718
-1.5103992,0.0691825,6.6928859
-1.3206681,0.0130727,6.7010145
-1.1254563,-0.0345744,6.7089486
-0.9326122,-0.0719382,6.705347313275319
-0.7358046,-0.1005139,6.697149643352678
-0.5375566,-0.1198145,6.66641191316599
-0.340265,-0.1297978,6.6097441463714715
-0.1411774,-0.1307906,6.495335557698905
0.0570568,-0.1228583,6.3196503439209
0.2544107,-0.1062458,6.126706933047346
0.4518403,-0.0810329,5.913878467413835
0.646828,-0.0477256,5.679583263602922
0.840587,-0.0064154,5.438182628605225
1.0336748,0.0428058,5.236194964304941
1.223502,0.0989994,5.076803685548875
1.4115618,0.1625481,4.940081220925652
1.5972363,0.2334442,4.786374622681492
1.7810504,0.3121221,4.605899531213803
1.9603859,0.3972697,4.404607042983302
2.1354637,0.4887348,4.189604012257649
2.3107743,0.5898895,3.9698478792755756
2.4757592,0.6974494,3.7114873733449496
2.6343956,0.8178592,3.425203092412571
2.7815436,0.9557097,3.1930198900885127
2.8989814,1.1058171,3.1302312415989797
2.9887242,1.291968,3.097180893362341
3.0314264,1.4790386,3.0805576
3.0290299,1.6824877,3.0682792
3.0045925,1.8690844,2.955301
2.9794577,2.055838,2.943615
2.9089109,2.2428055,2.9318824
2.8012391,2.4118874,3.136924
2.6618614,2.563991,3.0518197
2.4965009,2.6770517,3.0397521
2.3136847,2.7431693,3.0276363
2.1215671,2.7669806,3.0879303
1.9215515,2.7615018,3.369379
1.7216117,2.7395151,3.6558206
1.5250323,2.7102809,3.9193527
1.3293655,2.6792712,4.164342
1.1305885,2.6510051,4.3939057
0.9353712,2.6300666,4.6103623
0.7353814,2.6195478,4.4194494
0.5384854,2.6236796,4.23416
0.3418319,2.6458669,4.0739238
0.1486665,2.6889574,3.9335393
-0.0376451,2.7550036,3.8174336
-0.2135797,2.8459438,3.7424219
-0.3730589,2.9622497,3.6984889
-0.5114943,3.1035663,3.6838642
-0.6230786,3.2664466,3.6691811
-0.7063976,3.4450952,3.6918994
-0.7663165,3.6359078,3.8340219
-0.8067343,3.8281875,4.0559539
-0.8374738,4.0266348,4.2921456
-0.8654368,4.222255,4.3848183
-0.9006395,4.4179347,4.1537229
-0.9522222,4.6104731,3.9828658
-1.0245739,4.7956589,3.8244714
-1.1192223,4.969869,3.6930607
-1.2393147,5.1310927,3.5636266
-1.3784235,5.2674634,3.4938153
-1.5462207,5.3819895,3.4231333
-1.7241333,5.4596338,3.4095974
-1.9208748,5.5024079,3.3960075
-2.1138057,5.5132589,3.5369041
